fileslug,date,stars,treated,boughtstars,treated2,_merge
1azybug_chinese-webtext-spider,2023-05-13,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-05-14,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-05-15,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-05-16,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-05-17,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-05-18,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-05-19,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-05-20,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-05-21,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-05-22,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-05-23,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-05-24,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-05-25,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-05-26,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-05-27,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-05-28,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-05-29,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-05-30,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-05-31,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-06-01,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-06-02,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-06-03,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-06-04,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-06-05,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-06-06,0,0,0,0,left_only
1azybug_chinese-webtext-spider,2023-06-07,0,0,0,0,left_only
3dfin_dendromatics,2023-05-09,1,0,0,0,left_only
3dfin_dendromatics,2023-05-10,1,0,0,0,left_only
3dfin_dendromatics,2023-05-11,1,0,0,0,left_only
3dfin_dendromatics,2023-05-12,2,0,0,0,left_only
3dfin_dendromatics,2023-05-13,2,0,0,0,left_only
3dfin_dendromatics,2023-05-14,2,0,0,0,left_only
3dfin_dendromatics,2023-05-15,2,0,0,0,left_only
3dfin_dendromatics,2023-05-16,3,0,0,0,left_only
3dfin_dendromatics,2023-05-17,3,0,0,0,left_only
3dfin_dendromatics,2023-05-18,3,0,0,0,left_only
3dfin_dendromatics,2023-05-19,3,0,0,0,left_only
3dfin_dendromatics,2023-05-20,3,0,0,0,left_only
3dfin_dendromatics,2023-05-21,3,0,0,0,left_only
3dfin_dendromatics,2023-05-22,3,0,0,0,left_only
3dfin_dendromatics,2023-05-23,3,0,0,0,left_only
3dfin_dendromatics,2023-05-24,3,0,0,0,left_only
3dfin_dendromatics,2023-05-25,3,0,0,0,left_only
3dfin_dendromatics,2023-05-26,3,0,0,0,left_only
3dfin_dendromatics,2023-05-27,3,0,0,0,left_only
3dfin_dendromatics,2023-05-28,3,0,0,0,left_only
3dfin_dendromatics,2023-05-29,3,0,0,0,left_only
3dfin_dendromatics,2023-05-30,3,0,0,0,left_only
3dfin_dendromatics,2023-05-31,3,0,0,0,left_only
3dfin_dendromatics,2023-06-01,3,0,0,0,left_only
3dfin_dendromatics,2023-06-02,3,0,0,0,left_only
3dfin_dendromatics,2023-06-03,3,0,0,0,left_only
3dfin_dendromatics,2023-06-04,3,0,0,0,left_only
3dfin_dendromatics,2023-06-05,3,0,0,0,left_only
3dfin_dendromatics,2023-06-06,3,0,0,0,left_only
3dfin_dendromatics,2023-06-07,3,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-09,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-10,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-11,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-12,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-13,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-14,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-15,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-16,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-17,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-18,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-19,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-20,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-21,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-22,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-23,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-24,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-25,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-26,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-27,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-28,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-29,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-30,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-05-31,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-06-01,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-06-02,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-06-03,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-06-04,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-06-05,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-06-06,0,0,0,0,left_only
7redviolin_pysigma-backend-sentinelone,2023-06-07,0,0,0,0,left_only
ai-yash_st-chat,2023-05-09,100,0,0,0,left_only
ai-yash_st-chat,2023-05-10,100,0,0,0,left_only
ai-yash_st-chat,2023-05-11,100,0,0,0,left_only
ai-yash_st-chat,2023-05-12,100,0,0,0,left_only
ai-yash_st-chat,2023-05-13,100,0,0,0,left_only
ai-yash_st-chat,2023-05-14,100,0,0,0,left_only
ai-yash_st-chat,2023-05-15,100,0,0,0,left_only
ai-yash_st-chat,2023-05-16,100,0,0,0,left_only
ai-yash_st-chat,2023-05-17,100,0,0,0,left_only
ai-yash_st-chat,2023-05-18,100,0,0,0,left_only
ai-yash_st-chat,2023-05-19,100,0,0,0,left_only
ai-yash_st-chat,2023-05-20,100,0,0,0,left_only
ai-yash_st-chat,2023-05-21,100,0,0,0,left_only
ai-yash_st-chat,2023-05-22,100,0,0,0,left_only
ai-yash_st-chat,2023-05-23,100,0,0,0,left_only
ai-yash_st-chat,2023-05-24,100,0,0,0,left_only
ai-yash_st-chat,2023-05-25,100,0,0,0,left_only
ai-yash_st-chat,2023-05-26,100,0,0,0,left_only
ai-yash_st-chat,2023-05-27,100,0,0,0,left_only
ai-yash_st-chat,2023-05-28,100,0,0,0,left_only
ai-yash_st-chat,2023-05-29,100,0,0,0,left_only
ai-yash_st-chat,2023-05-30,100,0,0,0,left_only
ai-yash_st-chat,2023-05-31,100,0,0,0,left_only
ai-yash_st-chat,2023-06-01,100,0,0,0,left_only
ai-yash_st-chat,2023-06-02,100,0,0,0,left_only
ai-yash_st-chat,2023-06-03,100,0,0,0,left_only
ai-yash_st-chat,2023-06-04,100,0,0,0,left_only
ai-yash_st-chat,2023-06-05,100,0,0,0,left_only
ai-yash_st-chat,2023-06-06,100,0,0,0,left_only
ai-yash_st-chat,2023-06-07,100,0,0,0,left_only
at0myks_pycramfs,2023-05-09,0,0,0,0,left_only
at0myks_pycramfs,2023-05-10,0,0,0,0,left_only
at0myks_pycramfs,2023-05-11,0,0,0,0,left_only
at0myks_pycramfs,2023-05-12,0,0,0,0,left_only
at0myks_pycramfs,2023-05-13,0,0,0,0,left_only
at0myks_pycramfs,2023-05-14,0,0,0,0,left_only
at0myks_pycramfs,2023-05-15,0,0,0,0,left_only
at0myks_pycramfs,2023-05-16,0,0,0,0,left_only
at0myks_pycramfs,2023-05-17,0,0,0,0,left_only
at0myks_pycramfs,2023-05-18,0,0,0,0,left_only
at0myks_pycramfs,2023-05-19,0,0,0,0,left_only
at0myks_pycramfs,2023-05-20,0,0,0,0,left_only
at0myks_pycramfs,2023-05-21,0,0,0,0,left_only
at0myks_pycramfs,2023-05-22,0,0,0,0,left_only
at0myks_pycramfs,2023-05-23,0,0,0,0,left_only
at0myks_pycramfs,2023-05-24,0,0,0,0,left_only
at0myks_pycramfs,2023-05-25,0,0,0,0,left_only
at0myks_pycramfs,2023-05-26,0,0,0,0,left_only
at0myks_pycramfs,2023-05-27,0,0,0,0,left_only
at0myks_pycramfs,2023-05-28,0,0,0,0,left_only
at0myks_pycramfs,2023-05-29,0,0,0,0,left_only
at0myks_pycramfs,2023-05-30,0,0,0,0,left_only
at0myks_pycramfs,2023-05-31,0,0,0,0,left_only
at0myks_pycramfs,2023-06-01,0,0,0,0,left_only
at0myks_pycramfs,2023-06-02,0,0,0,0,left_only
at0myks_pycramfs,2023-06-03,0,0,0,0,left_only
at0myks_pycramfs,2023-06-04,0,0,0,0,left_only
at0myks_pycramfs,2023-06-05,0,0,0,0,left_only
at0myks_pycramfs,2023-06-06,0,0,0,0,left_only
at0myks_pycramfs,2023-06-07,0,0,0,0,left_only
adambanham_koalas,2023-05-09,3,0,0,0,left_only
adambanham_koalas,2023-05-10,3,0,0,0,left_only
adambanham_koalas,2023-05-11,3,0,0,0,left_only
adambanham_koalas,2023-05-12,3,0,0,0,left_only
adambanham_koalas,2023-05-13,3,0,0,0,left_only
adambanham_koalas,2023-05-14,3,0,0,0,left_only
adambanham_koalas,2023-05-15,3,0,0,0,left_only
adambanham_koalas,2023-05-16,3,0,0,0,left_only
adambanham_koalas,2023-05-17,3,0,0,0,left_only
adambanham_koalas,2023-05-18,3,0,0,0,left_only
adambanham_koalas,2023-05-19,3,0,0,0,left_only
adambanham_koalas,2023-05-20,3,0,0,0,left_only
adambanham_koalas,2023-05-21,3,0,0,0,left_only
adambanham_koalas,2023-05-22,3,0,0,0,left_only
adambanham_koalas,2023-05-23,3,0,0,0,left_only
adambanham_koalas,2023-05-24,3,0,0,0,left_only
adambanham_koalas,2023-05-25,3,0,0,0,left_only
adambanham_koalas,2023-05-26,3,0,0,0,left_only
adambanham_koalas,2023-05-27,3,0,0,0,left_only
adambanham_koalas,2023-05-28,3,0,0,0,left_only
adambanham_koalas,2023-05-29,3,0,0,0,left_only
adambanham_koalas,2023-05-30,3,0,0,0,left_only
adambanham_koalas,2023-05-31,3,0,0,0,left_only
adambanham_koalas,2023-06-01,3,0,0,0,left_only
adambanham_koalas,2023-06-02,3,0,0,0,left_only
adambanham_koalas,2023-06-03,3,0,0,0,left_only
adambanham_koalas,2023-06-04,3,0,0,0,left_only
adambanham_koalas,2023-06-05,3,0,0,0,left_only
adambanham_koalas,2023-06-06,3,0,0,0,left_only
adambanham_koalas,2023-06-07,3,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-09,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-10,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-11,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-12,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-13,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-14,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-15,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-16,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-17,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-18,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-19,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-20,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-21,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-22,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-23,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-24,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-25,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-26,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-27,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-28,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-29,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-30,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-05-31,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-06-01,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-06-02,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-06-03,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-06-04,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-06-05,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-06-06,0,0,0,0,left_only
agent-hellboy_datatable-faker,2023-06-07,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-09,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-10,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-11,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-12,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-13,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-14,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-15,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-16,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-17,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-18,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-19,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-20,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-21,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-22,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-23,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-24,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-25,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-26,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-27,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-28,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-29,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-30,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-05-31,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-06-01,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-06-02,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-06-03,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-06-04,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-06-05,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-06-06,0,0,0,0,left_only
aldogamer01_matematicassimple,2023-06-07,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-09,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-10,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-11,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-12,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-13,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-14,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-15,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-16,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-17,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-18,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-19,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-20,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-21,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-22,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-23,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-24,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-25,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-26,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-27,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-28,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-29,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-30,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-05-31,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-06-01,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-06-02,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-06-03,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-06-04,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-06-05,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-06-06,0,0,0,0,left_only
alikhalilit_cvaugmentor,2023-06-07,0,0,0,0,left_only
amoreforever_paymeapi,2023-05-09,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-10,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-11,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-12,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-13,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-14,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-15,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-16,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-17,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-18,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-19,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-20,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-21,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-22,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-23,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-24,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-25,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-26,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-27,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-28,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-29,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-30,1,0,0,0,left_only
amoreforever_paymeapi,2023-05-31,1,0,0,0,left_only
amoreforever_paymeapi,2023-06-01,1,0,0,0,left_only
amoreforever_paymeapi,2023-06-02,1,0,0,0,left_only
amoreforever_paymeapi,2023-06-03,1,0,0,0,left_only
amoreforever_paymeapi,2023-06-04,1,0,0,0,left_only
amoreforever_paymeapi,2023-06-05,1,0,0,0,left_only
amoreforever_paymeapi,2023-06-06,1,0,0,0,left_only
amoreforever_paymeapi,2023-06-07,1,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-09,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-10,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-11,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-12,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-13,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-14,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-15,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-16,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-17,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-18,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-19,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-20,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-21,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-22,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-23,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-24,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-25,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-26,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-27,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-28,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-29,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-30,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-05-31,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-06-01,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-06-02,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-06-03,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-06-04,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-06-05,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-06-06,0,0,0,0,left_only
anandsingh-euler_gbt-parser,2023-06-07,0,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-09,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-10,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-11,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-12,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-13,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-14,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-15,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-16,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-17,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-18,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-19,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-20,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-21,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-22,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-23,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-24,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-25,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-26,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-27,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-28,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-29,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-30,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-05-31,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-06-01,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-06-02,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-06-03,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-06-04,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-06-05,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-06-06,1,0,0,0,left_only
andreichertkov_teneva_bm,2023-06-07,1,0,0,0,left_only
andreichertkov_teneva_jax,2023-05-09,3,0,0,0,left_only
andreichertkov_teneva_jax,2023-05-10,3,0,0,0,left_only
andreichertkov_teneva_jax,2023-05-11,3,0,0,0,left_only
andreichertkov_teneva_jax,2023-05-12,3,0,0,0,left_only
andreichertkov_teneva_jax,2023-05-13,3,0,0,0,left_only
andreichertkov_teneva_jax,2023-05-14,3,0,0,0,left_only
