fileslug,date,stars,treated,boughtstars,treated2,_merge
dmitrilyalikov_pdt-canny-edge-detector,2023-05-30,1,0,0,0,left_only
dmitrilyalikov_pdt-canny-edge-detector,2023-05-31,1,0,0,0,left_only
dmitrilyalikov_pdt-canny-edge-detector,2023-06-01,1,0,0,0,left_only
dmitrilyalikov_pdt-canny-edge-detector,2023-06-02,1,0,0,0,left_only
dmitrilyalikov_pdt-canny-edge-detector,2023-06-03,1,0,0,0,left_only
dmitrilyalikov_pdt-canny-edge-detector,2023-06-04,1,0,0,0,left_only
dmitrilyalikov_pdt-canny-edge-detector,2023-06-05,1,0,0,0,left_only
dmitrilyalikov_pdt-canny-edge-detector,2023-06-06,1,0,0,0,left_only
dmitrilyalikov_pdt-canny-edge-detector,2023-06-07,1,0,0,0,left_only
drelf2018_vue2img,2023-05-09,0,0,0,0,left_only
drelf2018_vue2img,2023-05-10,0,0,0,0,left_only
drelf2018_vue2img,2023-05-11,0,0,0,0,left_only
drelf2018_vue2img,2023-05-12,0,0,0,0,left_only
drelf2018_vue2img,2023-05-13,0,0,0,0,left_only
drelf2018_vue2img,2023-05-14,0,0,0,0,left_only
drelf2018_vue2img,2023-05-15,0,0,0,0,left_only
drelf2018_vue2img,2023-05-16,0,0,0,0,left_only
drelf2018_vue2img,2023-05-17,0,0,0,0,left_only
drelf2018_vue2img,2023-05-18,0,0,0,0,left_only
drelf2018_vue2img,2023-05-19,0,0,0,0,left_only
drelf2018_vue2img,2023-05-20,0,0,0,0,left_only
drelf2018_vue2img,2023-05-21,0,0,0,0,left_only
drelf2018_vue2img,2023-05-22,0,0,0,0,left_only
drelf2018_vue2img,2023-05-23,0,0,0,0,left_only
drelf2018_vue2img,2023-05-24,0,0,0,0,left_only
drelf2018_vue2img,2023-05-25,0,0,0,0,left_only
drelf2018_vue2img,2023-05-26,0,0,0,0,left_only
drelf2018_vue2img,2023-05-27,0,0,0,0,left_only
drelf2018_vue2img,2023-05-28,0,0,0,0,left_only
drelf2018_vue2img,2023-05-29,0,0,0,0,left_only
drelf2018_vue2img,2023-05-30,0,0,0,0,left_only
drelf2018_vue2img,2023-05-31,0,0,0,0,left_only
drelf2018_vue2img,2023-06-01,0,0,0,0,left_only
drelf2018_vue2img,2023-06-02,0,0,0,0,left_only
drelf2018_vue2img,2023-06-03,0,0,0,0,left_only
drelf2018_vue2img,2023-06-04,0,0,0,0,left_only
drelf2018_vue2img,2023-06-05,0,0,0,0,left_only
drelf2018_vue2img,2023-06-06,0,0,0,0,left_only
drelf2018_vue2img,2023-06-07,0,0,0,0,left_only
ec-usgs_pywatershed,2023-05-09,7,0,0,0,left_only
ec-usgs_pywatershed,2023-05-10,7,0,0,0,left_only
ec-usgs_pywatershed,2023-05-11,7,0,0,0,left_only
ec-usgs_pywatershed,2023-05-12,8,0,0,0,left_only
ec-usgs_pywatershed,2023-05-13,8,0,0,0,left_only
ec-usgs_pywatershed,2023-05-14,8,0,0,0,left_only
ec-usgs_pywatershed,2023-05-15,8,0,0,0,left_only
ec-usgs_pywatershed,2023-05-16,8,0,0,0,left_only
ec-usgs_pywatershed,2023-05-17,11,0,0,0,left_only
ec-usgs_pywatershed,2023-05-18,12,0,0,0,left_only
ec-usgs_pywatershed,2023-05-19,13,0,0,0,left_only
ec-usgs_pywatershed,2023-05-20,13,0,0,0,left_only
ec-usgs_pywatershed,2023-05-21,13,0,0,0,left_only
ec-usgs_pywatershed,2023-05-22,13,0,0,0,left_only
ec-usgs_pywatershed,2023-05-23,13,0,0,0,left_only
ec-usgs_pywatershed,2023-05-24,13,0,0,0,left_only
ec-usgs_pywatershed,2023-05-25,13,0,0,0,left_only
ec-usgs_pywatershed,2023-05-26,14,0,0,0,left_only
ec-usgs_pywatershed,2023-05-27,14,0,0,0,left_only
ec-usgs_pywatershed,2023-05-28,14,0,0,0,left_only
ec-usgs_pywatershed,2023-05-29,14,0,0,0,left_only
ec-usgs_pywatershed,2023-05-30,14,0,0,0,left_only
ec-usgs_pywatershed,2023-05-31,14,0,0,0,left_only
ec-usgs_pywatershed,2023-06-01,14,0,0,0,left_only
ec-usgs_pywatershed,2023-06-02,14,0,0,0,left_only
ec-usgs_pywatershed,2023-06-03,14,0,0,0,left_only
ec-usgs_pywatershed,2023-06-04,14,0,0,0,left_only
ec-usgs_pywatershed,2023-06-05,14,0,0,0,left_only
ec-usgs_pywatershed,2023-06-06,14,0,0,0,left_only
ec-usgs_pywatershed,2023-06-07,14,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-09,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-10,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-11,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-12,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-13,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-14,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-15,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-16,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-17,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-18,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-19,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-20,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-21,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-22,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-23,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-24,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-25,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-26,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-27,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-28,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-29,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-30,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-05-31,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-06-01,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-06-02,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-06-03,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-06-04,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-06-05,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-06-06,0,0,0,0,left_only
efrosiniapetrovna_django-project-panel,2023-06-07,0,0,0,0,left_only
egahp_puncover_riscv,2023-05-09,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-10,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-11,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-12,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-13,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-14,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-15,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-16,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-17,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-18,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-19,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-20,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-21,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-22,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-23,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-24,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-25,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-26,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-27,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-28,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-29,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-30,5,0,0,0,left_only
egahp_puncover_riscv,2023-05-31,5,0,0,0,left_only
egahp_puncover_riscv,2023-06-01,5,0,0,0,left_only
egahp_puncover_riscv,2023-06-02,5,0,0,0,left_only
egahp_puncover_riscv,2023-06-03,5,0,0,0,left_only
egahp_puncover_riscv,2023-06-04,5,0,0,0,left_only
egahp_puncover_riscv,2023-06-05,5,0,0,0,left_only
egahp_puncover_riscv,2023-06-06,5,0,0,0,left_only
egahp_puncover_riscv,2023-06-07,5,0,0,0,left_only
ellicode_terminalbreaker,2023-05-09,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-10,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-11,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-12,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-13,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-14,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-15,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-16,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-17,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-18,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-19,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-20,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-21,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-22,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-23,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-24,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-25,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-26,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-27,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-28,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-29,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-30,1,0,0,0,left_only
ellicode_terminalbreaker,2023-05-31,1,0,0,0,left_only
ellicode_terminalbreaker,2023-06-01,1,0,0,0,left_only
ellicode_terminalbreaker,2023-06-02,1,0,0,0,left_only
ellicode_terminalbreaker,2023-06-03,1,0,0,0,left_only
ellicode_terminalbreaker,2023-06-04,1,0,0,0,left_only
ellicode_terminalbreaker,2023-06-05,1,0,0,0,left_only
ellicode_terminalbreaker,2023-06-06,1,0,0,0,left_only
ellicode_terminalbreaker,2023-06-07,1,0,0,0,left_only
epistasislab_tpot2,2023-05-09,18,1,0,1,both
epistasislab_tpot2,2023-05-10,18,1,0,1,both
epistasislab_tpot2,2023-05-11,18,1,0,1,both
epistasislab_tpot2,2023-05-12,18,1,0,1,both
epistasislab_tpot2,2023-05-13,26,1,0,1,both
epistasislab_tpot2,2023-05-14,32,1,0,1,both
epistasislab_tpot2,2023-05-15,34,1,0,1,both
epistasislab_tpot2,2023-05-16,35,1,0,1,both
epistasislab_tpot2,2023-05-17,36,1,0,1,both
epistasislab_tpot2,2023-05-18,38,1,0,1,both
epistasislab_tpot2,2023-05-19,39,1,0,1,both
epistasislab_tpot2,2023-05-20,41,1,0,1,both
epistasislab_tpot2,2023-05-21,41,1,0,1,both
epistasislab_tpot2,2023-05-22,43,1,0,1,both
epistasislab_tpot2,2023-05-23,43,1,0,1,both
epistasislab_tpot2,2023-05-24,43,1,0,1,both
epistasislab_tpot2,2023-05-25,43,1,0,1,both
epistasislab_tpot2,2023-05-26,43,1,0,1,both
epistasislab_tpot2,2023-05-27,43,1,0,1,both
epistasislab_tpot2,2023-05-28,43,1,0,1,both
epistasislab_tpot2,2023-05-29,43,1,0,1,both
epistasislab_tpot2,2023-05-30,44,1,0,1,both
epistasislab_tpot2,2023-05-31,44,1,0,1,both
epistasislab_tpot2,2023-06-01,44,1,0,1,both
epistasislab_tpot2,2023-06-02,45,1,0,1,both
epistasislab_tpot2,2023-06-03,45,1,0,1,both
epistasislab_tpot2,2023-06-04,45,1,0,1,both
epistasislab_tpot2,2023-06-05,45,1,0,1,both
epistasislab_tpot2,2023-06-06,45,1,0,1,both
epistasislab_tpot2,2023-06-07,45,1,0,1,both
eric-mendes_dictf,2023-05-09,2,0,0,0,left_only
eric-mendes_dictf,2023-05-10,2,0,0,0,left_only
eric-mendes_dictf,2023-05-11,2,0,0,0,left_only
eric-mendes_dictf,2023-05-12,2,0,0,0,left_only
eric-mendes_dictf,2023-05-13,2,0,0,0,left_only
eric-mendes_dictf,2023-05-14,2,0,0,0,left_only
eric-mendes_dictf,2023-05-15,2,0,0,0,left_only
eric-mendes_dictf,2023-05-16,2,0,0,0,left_only
eric-mendes_dictf,2023-05-17,2,0,0,0,left_only
eric-mendes_dictf,2023-05-18,2,0,0,0,left_only
eric-mendes_dictf,2023-05-19,2,0,0,0,left_only
eric-mendes_dictf,2023-05-20,2,0,0,0,left_only
eric-mendes_dictf,2023-05-21,2,0,0,0,left_only
eric-mendes_dictf,2023-05-22,2,0,0,0,left_only
eric-mendes_dictf,2023-05-23,2,0,0,0,left_only
eric-mendes_dictf,2023-05-24,2,0,0,0,left_only
eric-mendes_dictf,2023-05-25,2,0,0,0,left_only
eric-mendes_dictf,2023-05-26,2,0,0,0,left_only
eric-mendes_dictf,2023-05-27,2,0,0,0,left_only
eric-mendes_dictf,2023-05-28,2,0,0,0,left_only
eric-mendes_dictf,2023-05-29,2,0,0,0,left_only
eric-mendes_dictf,2023-05-30,2,0,0,0,left_only
eric-mendes_dictf,2023-05-31,2,0,0,0,left_only
eric-mendes_dictf,2023-06-01,2,0,0,0,left_only
eric-mendes_dictf,2023-06-02,2,0,0,0,left_only
eric-mendes_dictf,2023-06-03,2,0,0,0,left_only
eric-mendes_dictf,2023-06-04,2,0,0,0,left_only
eric-mendes_dictf,2023-06-05,2,0,0,0,left_only
eric-mendes_dictf,2023-06-06,2,0,0,0,left_only
eric-mendes_dictf,2023-06-07,2,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-09,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-10,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-11,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-12,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-13,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-14,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-15,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-16,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-17,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-18,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-19,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-20,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-21,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-22,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-23,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-24,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-25,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-26,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-27,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-28,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-29,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-30,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-05-31,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-06-01,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-06-02,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-06-03,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-06-04,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-06-05,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-06-06,0,0,0,0,left_only
fintlabs_fint-model-scraper,2023-06-07,0,0,0,0,left_only
felecort_sar_handler,2023-05-09,0,0,0,0,left_only
felecort_sar_handler,2023-05-10,0,0,0,0,left_only
felecort_sar_handler,2023-05-11,0,0,0,0,left_only
felecort_sar_handler,2023-05-12,0,0,0,0,left_only
felecort_sar_handler,2023-05-13,0,0,0,0,left_only
felecort_sar_handler,2023-05-14,0,0,0,0,left_only
felecort_sar_handler,2023-05-15,0,0,0,0,left_only
felecort_sar_handler,2023-05-16,0,0,0,0,left_only
felecort_sar_handler,2023-05-17,0,0,0,0,left_only
felecort_sar_handler,2023-05-18,0,0,0,0,left_only
felecort_sar_handler,2023-05-19,0,0,0,0,left_only
felecort_sar_handler,2023-05-20,0,0,0,0,left_only
felecort_sar_handler,2023-05-21,0,0,0,0,left_only
felecort_sar_handler,2023-05-22,0,0,0,0,left_only
felecort_sar_handler,2023-05-23,0,0,0,0,left_only
felecort_sar_handler,2023-05-24,0,0,0,0,left_only
felecort_sar_handler,2023-05-25,0,0,0,0,left_only
felecort_sar_handler,2023-05-26,0,0,0,0,left_only
felecort_sar_handler,2023-05-27,0,0,0,0,left_only
felecort_sar_handler,2023-05-28,0,0,0,0,left_only
felecort_sar_handler,2023-05-29,0,0,0,0,left_only
felecort_sar_handler,2023-05-30,0,0,0,0,left_only
felecort_sar_handler,2023-05-31,0,0,0,0,left_only
felecort_sar_handler,2023-06-01,0,0,0,0,left_only
felecort_sar_handler,2023-06-02,0,0,0,0,left_only
felecort_sar_handler,2023-06-03,0,0,0,0,left_only
felecort_sar_handler,2023-06-04,0,0,0,0,left_only
felecort_sar_handler,2023-06-05,0,0,0,0,left_only
felecort_sar_handler,2023-06-06,0,0,0,0,left_only
felecort_sar_handler,2023-06-07,0,0,0,0,left_only
ganiziolek_foccoerpy,2023-05-09,0,1,0,1,both
ganiziolek_foccoerpy,2023-05-10,0,1,0,1,both
ganiziolek_foccoerpy,2023-05-11,0,1,0,1,both
ganiziolek_foccoerpy,2023-05-12,0,1,0,1,both
ganiziolek_foccoerpy,2023-05-13,8,1,0,1,both
ganiziolek_foccoerpy,2023-05-14,15,1,0,1,both
ganiziolek_foccoerpy,2023-05-15,16,1,0,1,both
ganiziolek_foccoerpy,2023-05-16,17,1,0,1,both
ganiziolek_foccoerpy,2023-05-17,17,1,0,1,both
ganiziolek_foccoerpy,2023-05-18,17,1,0,1,both
ganiziolek_foccoerpy,2023-05-19,18,1,0,1,both
ganiziolek_foccoerpy,2023-05-20,19,1,0,1,both
ganiziolek_foccoerpy,2023-05-21,19,1,0,1,both
ganiziolek_foccoerpy,2023-05-22,19,1,0,1,both
ganiziolek_foccoerpy,2023-05-23,19,1,0,1,both
ganiziolek_foccoerpy,2023-05-24,19,1,0,1,both
ganiziolek_foccoerpy,2023-05-25,19,1,0,1,both
ganiziolek_foccoerpy,2023-05-26,19,1,0,1,both
ganiziolek_foccoerpy,2023-05-27,19,1,0,1,both
ganiziolek_foccoerpy,2023-05-28,19,1,0,1,both
ganiziolek_foccoerpy,2023-05-29,19,1,0,1,both
ganiziolek_foccoerpy,2023-05-30,19,1,0,1,both
ganiziolek_foccoerpy,2023-05-31,19,1,0,1,both
ganiziolek_foccoerpy,2023-06-01,19,1,0,1,both
ganiziolek_foccoerpy,2023-06-02,19,1,0,1,both
ganiziolek_foccoerpy,2023-06-03,19,1,0,1,both
ganiziolek_foccoerpy,2023-06-04,19,1,0,1,both
ganiziolek_foccoerpy,2023-06-05,19,1,0,1,both
ganiziolek_foccoerpy,2023-06-06,19,1,0,1,both
ganiziolek_foccoerpy,2023-06-07,19,1,0,1,both
getfrontrunner_frontrunner-sdk,2023-05-09,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-10,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-11,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-12,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-13,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-14,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-15,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-16,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-17,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-18,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-19,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-20,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-21,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-22,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-23,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-24,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-25,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-26,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-27,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-28,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-29,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-30,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-05-31,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-06-01,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-06-02,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-06-03,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-06-04,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-06-05,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-06-06,2,0,0,0,left_only
getfrontrunner_frontrunner-sdk,2023-06-07,2,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-09,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-10,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-11,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-12,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-13,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-14,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-15,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-16,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-17,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-18,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-19,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-20,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-21,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-22,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-23,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-24,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-25,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-26,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-27,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-28,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-29,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-30,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-05-31,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-06-01,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-06-02,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-06-03,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-06-04,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-06-05,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-06-06,3,0,0,0,left_only
giorgosxou_hexapterygon,2023-06-07,3,0,0,0,left_only
goncalomark_amara-cobweb,2023-05-09,0,1,0,1,both
goncalomark_amara-cobweb,2023-05-10,0,1,0,1,both
goncalomark_amara-cobweb,2023-05-11,0,1,0,1,both
goncalomark_amara-cobweb,2023-05-12,0,1,0,1,both
goncalomark_amara-cobweb,2023-05-13,8,1,0,1,both
goncalomark_amara-cobweb,2023-05-14,15,1,0,1,both
goncalomark_amara-cobweb,2023-05-15,17,1,0,1,both
goncalomark_amara-cobweb,2023-05-16,23,1,0,1,both
goncalomark_amara-cobweb,2023-05-17,24,1,0,1,both
goncalomark_amara-cobweb,2023-05-18,24,1,0,1,both
goncalomark_amara-cobweb,2023-05-19,26,1,0,1,both
goncalomark_amara-cobweb,2023-05-20,28,1,0,1,both
goncalomark_amara-cobweb,2023-05-21,30,1,0,1,both
goncalomark_amara-cobweb,2023-05-22,30,1,0,1,both
goncalomark_amara-cobweb,2023-05-23,30,1,0,1,both
goncalomark_amara-cobweb,2023-05-24,31,1,0,1,both
goncalomark_amara-cobweb,2023-05-25,31,1,0,1,both
goncalomark_amara-cobweb,2023-05-26,31,1,0,1,both
goncalomark_amara-cobweb,2023-05-27,31,1,0,1,both
goncalomark_amara-cobweb,2023-05-28,31,1,0,1,both
goncalomark_amara-cobweb,2023-05-29,31,1,0,1,both
goncalomark_amara-cobweb,2023-05-30,31,1,0,1,both
goncalomark_amara-cobweb,2023-05-31,31,1,0,1,both
goncalomark_amara-cobweb,2023-06-01,31,1,0,1,both
goncalomark_amara-cobweb,2023-06-02,31,1,0,1,both
goncalomark_amara-cobweb,2023-06-03,31,1,0,1,both
goncalomark_amara-cobweb,2023-06-04,31,1,0,1,both
goncalomark_amara-cobweb,2023-06-05,31,1,0,1,both
goncalomark_amara-cobweb,2023-06-06,31,1,0,1,both
goncalomark_amara-cobweb,2023-06-07,31,1,0,1,both
hcook86_neuralbasics,2023-05-09,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-10,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-11,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-12,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-13,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-14,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-15,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-16,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-17,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-18,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-19,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-20,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-21,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-22,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-23,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-24,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-25,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-26,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-27,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-28,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-29,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-30,0,0,0,0,left_only
hcook86_neuralbasics,2023-05-31,0,0,0,0,left_only
hcook86_neuralbasics,2023-06-01,0,0,0,0,left_only
hcook86_neuralbasics,2023-06-02,0,0,0,0,left_only
hcook86_neuralbasics,2023-06-03,0,0,0,0,left_only
hcook86_neuralbasics,2023-06-04,0,0,0,0,left_only
hcook86_neuralbasics,2023-06-05,0,0,0,0,left_only
hcook86_neuralbasics,2023-06-06,0,0,0,0,left_only
hcook86_neuralbasics,2023-06-07,0,0,0,0,left_only
hamzafarhan_dreamai_pdf,2023-05-09,0,0,0,0,left_only
hamzafarhan_dreamai_pdf,2023-05-10,0,0,0,0,left_only
hamzafarhan_dreamai_pdf,2023-05-11,0,0,0,0,left_only
hamzafarhan_dreamai_pdf,2023-05-12,0,0,0,0,left_only
hamzafarhan_dreamai_pdf,2023-05-13,0,0,0,0,left_only
